customer_id;card_id;region_name;sex;birth_date
40943918B4EEC054D4FDD87F60F21274;D70AB6261BFD36243240D08FEE92A7B4;Москва;M;1970-08-17
4448EF51543AFE19EFD7C08B24DF164D;9EA9612C8847B3F0310CDBD5AB3FCFEF;Хабаровский край;M;1966-04-09
4D40F82709455B75851C25D6ADDF22E2;B78DE2D1A1A5725E07B8817C6F8235DB;Москва;M;1983-06-22
4DCC91876B54C528398BE17639C9EC89;FD360C47F98491E725CD178A6CD41964;Хабаровский край;F;1962-10-04
534B096DDF7AAA0C27F976BA57F73EFD;6C6D421EB5FE844A9B939B8449EB5C25;Липецкая область;M;1989-01-22
54EE4BEDB015B34C8B389CD5BB99DACD;A6829D69668FF2B5E4EFB988C9BAF451;Ростовская область;M;1980-01-21
571588F17F368C1CC14C647A7D8C9BBB;D9F98373B2625CCD8D23A5556C012729;Москва;F;1990-03-01
58E83EC4BEB26EF69F9F38DE7631F14A;787BEF91A0B327043F1599E237EFF238;Красноярский край;M;1973-08-17
5956C4B6DFFA895DED08519A33AE2641;044C3A3B7A2F95CC2B206E9B0FBB8444;Камчатский край;F;1957-06-05
595C9F6B9099492FE29DAB82234C6B43;D203AA55F7DE71A84E2E09AC99439B62;Челябинская область;F;1979-07-10
5C8CC6D9EFD5A992D35BB8803FA8673A;357C9BAAB61DB0551BDE0C583A57D5B9;Республика Тыва;F;1979-12-05
5CA66C4E3C89343F3BD71FF8935404C2;F377B1E379B4F8686AE1E7F7E28529CE;Москва;M;1987-07-01
5CFBE0BEEAE4FD17ABAF9E27D4AEB8B5;17C9CB9342627674E20C1DBF25229F5C;Брянская область;F;1970-04-09
5D80C4089F596A3AF1DA597E9673A038;0468AFC4C3B10E3724FFC25C7F807D4D;Республика Саха (Якутия);M;1990-04-21
62C6573D69B6D42D1B1359A898B1A249;D125B0C70BC5078B9117020C7E4ED679;Санкт-Петербург;M;1970-01-27
63536232CDCDD1533C2D462F31120C07;A6CF88C4136DB2FDA17AD1F3B2983BE7;Санкт-Петербург;M;1991-09-14
70246682DD2789FB081D028066744DAA;F09886BDC9E4ED372B7FF4C1AC16CFD0;Республика Саха (Якутия);M;1957-05-09
78ED53C5569972DC66C58EE1046FE838;2BF4549F8FAB2FD558B4E2F800E9D2CA;Москва;F;1977-01-30
7C5574FA73EB35231090340E57CCABBC;CD4212AA9C1AEEC5EA821431DB5D1B97;Санкт-Петербург;M;1996-03-06
7FBEC1B65AA000DAA0CB51DAE54DBAFE;29AC2C21B9AA7E255FBF107E7A9072D2;Томская область;F;1959-06-25
808ECD86E6A598213FD29C54EA151737;C47EA0700C8A0A740A9CBE7CFDCDD4A3;Москва;M;1979-07-19
8CA5957F9093BF880132F447211E13DA;A6008BAC1B2661955FDAE5C2CF8B5671;Москва;F;1989-02-25
8CF392DFB8E34335E0AA435F320A0BAF;4869A5AF6A85ACC7849F608436793857;Новосибирская область;F;1980-09-03
8D1EB0EEBBB7ABF3B5A2EC022BFF2450;0456B6BEC637F2213DE16E97498D1B0B;Тюменская область;M;1983-06-01
9103CC7E0A9A98E0D9D9B3E8A6915A5A;F6933BE2FE84673812D2ECF23120D5D6;Белгородская область;F;1983-10-06
925D12FFCBF2A66BE92EE21C19DA8715;F5626D4FAC82A23020E4BA35FFF541DB;Москва;M;1975-04-29
967E32F10D3B2E1CBE375E3B5AD3D713;64D65DFF38932BA7379DA04722050CBD;Московская область;M;1983-03-18
97563476F256529E2F5E5E71E3278062;F6AC3F8676C4782D1A8DCF7E53746403;Москва;M;1991-05-19
97A2D3AA5760114F377BE316D6015C5A;BEBBAB1C971780EFAAD2F75F18DAC93D;Санкт-Петербург;F;1975-10-05
99984C20B160E7D51FC637CC94DE5AB0;8B81227F135D54680414BA0AAA5014E8;Москва;M;1971-05-15
9F0EBFDD923BFB9673864F18B3590DC5;28ABA340DCED8174B82C4A8250AFD967;Свердловская область;M;1983-06-22
A5CED6622624E71102F8EAF5597A6064;76224E28B243F098700406D2B850F42A;Сахалинская область;M;1980-11-15
A80AB85A6735352A0ECF855185F2B593;EE8E9A1626CBC34ABE20D4DEF040F7DE;Калужская область;F;1986-08-07
AAD9AE0C9A0C2EDB801840B1C3AD944E;FBE8710834B4B6D09C63CED1DB1D1286;Красноярский край;M;1967-07-19
ABD9F5BDCC7E5FC751CCBDB37A3CBD9B;EF801F412E7A0EF13CA61B7D189D3965;Томская область;F;1971-02-23
ADFEE24F331DF2C888FDE9474494B8A2;20A819718BF79842218C79AA384571DA;Нижегородская область;F;1994-10-10
B2B26DFD1E7BA76F265E9D2FDDBE9B03;7D19F7FDFF23D7D91DC812F62EB16427;Москва;F;1994-10-24
B3C571F22B90636BFD7D047E01CA280D;F8FDB34C03B22EA636806D46F2132288;Санкт-Петербург;M;1980-07-21
B8FBDBA3EFE42ED2BE3D0B1D8E9C354E;9451BCF47F47A013EDD4AC4D1BA48617;Москва;M;1979-12-14
BA385EC3A2DA3E094C3AE9D07866F53C;7F4A0AF1220066B1B223119278F868EA;Еврейская автономная область;M;1980-08-28
BC40B7FC6E42F9196846ACAAC709E562;3AA9402C8D6431EEDABDA2B1AE4919E7;Республика Тыва;M;1976-01-11
BC695D5B4203EF98AA862752CADC853C;EB5471AE8FEDBEE28904548DF4858215;Томская область;M;1974-11-12
C07EA222C627D1DB2ADF71CA953BC3C2;707B8EE67B0450ABF1C3CCC10B085EEC;Республика Башкортостан;F;1997-03-28
C0A861684D5A1B77AE7D8C4637A45E5D;0E50CC41549D507F2E2C36F4D1EDD66C;Свердловская область;F;1985-06-06
C199790578C36348B79EB0FB66948DE0;7E83283213A8F664A48E69FA6F47AA6B;Камчатский край;F;1967-04-28
C1B973F8605DD56E662CEF03B9D8469C;4AE4286335D3540EDB37C6A58803788A;Пермский край;M;1968-08-13
C7CA2D01794C5B63C985612AFC240CD7;DAE0DCD72AA9B141E10237EA987CB340;Тульская область;M;1980-07-01
C80AF78C99D0E07D5B24B387E9ED6104;5D2F00687F4F04E84BF1AF7522E6F014;Липецкая область;F;1985-02-25
C907FB412F5FC72BE7DAE8210AC6DC84;A330E8D42540B64C3E25995432AB3125;Свердловская область;M;1985-04-24
CCC71B08EB9176AF8D952F67BC0334AD;46BA4DFF7866B4C3582F400F4B5080D6;Республика Карелия;F;1982-12-23
CDA718305C05E589F0E135A5A0C43D79;5CA4A12E114D3FF8B9905F4DB0F797D5;Республика Бурятия;M;1966-07-10
CF2503C03B3F07861520C79D375EE46C;A689B4504086B969C1187DF132DEAFD4;Москва;M;1955-09-15
D0D86EF515FA0010C3979590CA20A687;9F3EB399731C3829D604955CEEF57809;Саратовская область;F;1996-05-01
D2B9488EF5F8EAB0123A5A0C357CAC56;BD30F088B07F8258A6A9FA7FB0F48C24;Москва;F;1983-10-09
D4F53285062681271E72E324B302D0AD;EEEBB597128B082594CC009D646DB718;Санкт-Петербург;M;1980-01-31
DBEFBCB4E37EA542B860EAD040C0D748;16B53815B434D4F200F0832A1DB753CA;Омская область;F;1968-06-20
DE4903BE75ED4CC4A3BC52CAE4F5A283;6AB4519F6D597B53DBC8E42C495EC73B;Московская область;F;1972-09-26
E87F295F813B72C181BA49D6F3277B2F;15906CF74A16B671680399E265ED50AD;Томская область;F;1996-02-03
E96774A0442BA443DEFF3952F1012D12;05BB1C0E1EAB28E08ED92944A4241735;Камчатский край;F;1978-12-24
E96DCEC9F19EE69DA841C428D624E984;F0E2626E81E96FA8EF4DFE0F50D2507C;Челябинская область;F;1974-07-13
F016149FBDAC67AEA6BE140069F5FF5D;9DF7C5BC8D03A934FCB0FF0C5C8554C9;Омская область;F;1980-11-15
F1D89C0CCF4150EC700A95FFF6D4B82D;40C87A833163FA03276BE25CCB9E6946;Москва;F;1980-04-08
F34DC59A18B41BA79DC1586137C22B73;52D0488B9E13A6A54676D3DA39F7DF02;Липецкая область;M;1976-02-10
FDCCC8884E2686108A44AEBFCEC5D864;838962E9D4EA18FD510DDA05C4A5949C;Курская область;F;1974-09-10
048C34209D21671371750B9E045F618F;04AD6F0705409CAC648288543B522166;Самарская область;M;1984-05-04
048C34209D21671371750B9E045F618F;0A39C02B4088F5291F03B3C1BBA264C2;Самарская область;M;1984-05-04
048C34209D21671371750B9E045F618F;DA4A23F3ECC15BC0D8CB949415898A4D;Самарская область;M;1984-05-04
048C34209D21671371750B9E045F618F;DD5D39169BD8249DEA7056C3A1570BB4;Самарская область;M;1984-05-04
048C34209D21671371750B9E045F618F;F11C165B45A070C0B0682A2E418ECF22;Самарская область;M;1984-05-04
066E6793B1C7467019F4A0C29816995D;BA3B88EC18EEFC68EB0D0D5557D2DF86;Мурманская область;F;1986-01-06
07435D8A9DFAD49F19485B958C800205;6C8433FAC82373A9CC8EA0701D10BB6B;Саратовская область;M;1990-01-04
0A364D161BFA4CAC33DBB65E0D4C3ED9;60B8D4ABA6BC5F9D7DC94A1B682CB4D5;Московская область;M;1987-07-25
0DD3F820BAE8053028524A3CCF91DD40;34A14DB60B9B2BF3A38CEA4E32185F95;Самарская область;F;1995-11-29
114DDDB3DBE1577F01EE8B9F9535DEE0;9E605BCD1BDC7E396FA8A5E69DE9C45B;Москва;F;1995-02-13
12D8792B6FA71F983DC46941A8BC11D6;BCD5E33B2259B940A3D504F47713E918;Москва;M;1981-08-31
154B4118E4847705659AF2BC9E87F719;15C81BF62EBCDCCA7C39066FC40DD4C9;Липецкая область;F;1981-12-13
157802ED907C2C8B1D2DA5FBEDFCD946;4DFE584A9A7E347A00A669A3EE73C58E;Республика Тыва;F;1979-01-26
16CB26A239D3259689953759F7B36A77;258204C9CD294EECA9784C45FBFEC7C2;Хабаровский край;M;2000-10-26
1A79553DB0D0FE5333A6E3D5E15A046D;AC844C45ABF15CC3E31BD51833CC71FA;Томская область;F;1984-09-08
1C069B6F858CF15FA432F59AF4271D1D;D6D7515E33FD1B934793A43C0D0CE66F;Москва;M;1977-08-04
1C8CF6C4D30D8E54599FF170D3B03A05;8427DBBF980F587D89BDF0BF3FF2303C;Санкт-Петербург;M;1983-04-30
1F1E782C9BDDCA045A8E8A5875876D94;6B233DA7D18953FC78F052C7AF5453DF;Курганская область;M;1997-06-08
